speed_adv,stat_adv,coverage_adv,weakness_adv,hp_adv,atk_adv,sp_atk_adv,def_adv,type_diversity_adv,role_balance_a,winner
23.6667,93.3333,0.0,0.3333,13.0,9.1667,22.0,3.3333,-2.0,0.8,0
15.6667,109.6667,5.0,-0.1667,7.3333,13.1667,34.8333,31.8333,1.0,0.4,0
-10.6667,53.8333,2.0,0.6667,20.0,10.0,4.1667,22.8333,-1.0,0.8,0
25.1667,59.8333,2.0,0.1667,-1.6667,19.8333,7.0,11.1667,1.0,0.8,0
-2.1667,-6.3333,3.0,-0.8333,-3.1667,-8.0,6.6667,-1.5,4.0,0.8,1
-0.5,-65.3333,-2.0,0.3333,-5.1667,4.1667,-13.6667,-23.0,-1.0,0.6,1
-8.3333,44.5,0.0,-1.0,17.5,1.1667,27.8333,1.3333,1.0,0.8,0
-22.3333,-31.0,-1.0,-0.3333,7.1667,-5.0,-1.3333,3.8333,-2.0,0.8,1
4.1667,-27.1667,-3.0,-0.1667,4.1667,10.8333,-5.0,-22.1667,-1.0,0.4,0
-11.6667,3.3333,0.0,0.5,1.3333,0.1667,-19.0,29.1667,0.0,0.4,0
3.5,24.1667,-1.0,1.0,9.8333,-8.6667,17.5,-16.3333,0.0,0.4,0
13.0,54.1667,4.0,-0.5,-11.6667,6.1667,10.3333,24.8333,1.0,0.8,0
8.6667,163.6667,4.0,-1.3333,44.5,14.5,43.1667,25.3333,3.0,0.8,0
-8.0,45.3333,-1.0,0.8333,34.5,6.5,4.8333,6.8333,-2.0,0.6,1
-5.5,5.3333,-1.0,-0.8333,-2.6667,0.1667,7.5,7.3333,0.0,0.4,1
5.5,130.1667,7.0,-1.3333,17.3333,41.1667,8.1667,51.6667,2.0,0.8,0
16.6667,10.8333,3.0,-0.3333,-9.6667,-11.8333,33.3333,-33.5,1.0,0.8,0
2.6667,-59.0,0.0,-1.0,-35.3333,-9.1667,-2.5,1.1667,2.0,0.4,0
-19.5,-124.0,3.0,-0.5,-27.6667,-31.5,-12.3333,-17.1667,0.0,0.4,1
-10.0,-47.1667,-4.0,0.6667,-1.1667,-12.6667,3.1667,-25.6667,-1.0,0.8,1
17.5,14.5,0.0,-0.6667,-10.8333,-6.3333,5.0,3.3333,0.0,0.6,0
-20.5,20.8333,-3.0,-0.8333,15.8333,1.5,-7.5,24.0,-2.0,0.6,1
-8.3333,39.1667,1.0,0.0,13.5,16.8333,-12.5,32.8333,-1.0,0.4,0
-4.6667,-10.6667,-2.0,0.3333,11.8333,-6.6667,-5.0,-12.6667,2.0,0.6,1
-8.5,-46.3333,4.0,-0.8333,-15.8333,-5.6667,0.8333,-1.3333,2.0,0.6,0
17.8333,-3.3333,-1.0,0.6667,15.0,-10.0,-0.5,-23.8333,0.0,0.8,1
-7.6667,29.0,-2.0,0.6667,10.1667,12.3333,0.8333,15.0,-1.0,0.6,0
-4.3333,-1.5,3.0,-1.5,-36.3333,15.0,17.5,20.0,2.0,0.4,1
10.0,19.8333,-3.0,0.3333,-15.8333,5.1667,17.5,2.1667,-2.0,0.6,1
-34.3333,-88.0,-2.0,0.1667,18.3333,-19.0,-20.8333,-11.3333,-1.0,0.6,1
11.0,30.0,2.0,-0.1667,0.0,20.8333,-0.6667,-11.8333,1.0,0.8,0
23.1667,33.0,-2.0,0.5,-4.5,-9.0,20.8333,-0.6667,0.0,0.6,1
16.6667,105.5,0.0,0.5,20.8333,17.5,10.0,22.3333,-2.0,0.4,0
23.1667,-55.8333,0.0,0.8333,-21.6667,-20.3333,7.0,-34.8333,0.0,0.4,0
-31.0,15.5,1.0,-0.3333,5.8333,0.5,7.5,24.3333,1.0,0.4,1
12.0,97.3333,7.0,-1.8333,14.0,8.5,20.8333,14.5,3.0,0.6,0
21.6667,59.1667,0.0,-1.3333,24.8333,1.5,13.1667,-5.3333,1.0,0.8,0
26.0,70.1667,-6.0,1.0,-0.5,24.1667,11.3333,-5.3333,-1.0,0.8,0
20.5,8.0,-1.0,0.3333,-10.5,-0.1667,3.8333,-4.5,1.0,0.6,0
36.6667,154.6667,-1.0,-0.5,27.1667,21.0,30.3333,23.3333,0.0,0.8,0
3.6667,-44.5,-3.0,1.6667,-7.1667,-10.1667,-20.6667,-10.8333,-2.0,0.6,1
3.0,69.1667,0.0,0.1667,-3.5,2.1667,29.1667,23.3333,-1.0,0.6,0
-8.1667,-70.1667,1.0,0.3333,-11.8333,-2.1667,-24.1667,-23.8333,2.0,0.8,1
26.0,16.1667,1.0,-0.1667,-14.6667,25.5,-16.0,0.8333,-1.0,0.6,0
5.8333,126.3333,1.0,-0.1667,31.6667,35.8333,15.1667,14.8333,-1.0,0.6,0
-4.3333,-66.8333,-2.0,-0.3333,-27.0,5.8333,-15.0,-9.6667,-1.0,0.4,1
-22.3333,-75.3333,-2.0,0.0,-15.8333,-19.5,-19.1667,-2.5,-2.0,0.6,1
6.0,123.0,1.0,-0.1667,16.3333,14.0,31.1667,10.0,1.0,0.4,0
-6.0,2.1667,2.0,-0.8333,-12.3333,6.0,4.8333,21.1667,-1.0,0.6,1
12.8333,-52.0,2.0,0.1667,-16.3333,5.3333,-23.0,-21.0,0.0,0.4,0
-4.0,25.1667,1.0,-0.5,-7.3333,8.5,2.5,29.3333,-1.0,0.6,1
17.0,72.1667,0.0,0.1667,15.1667,15.8333,24.1667,-24.1667,1.0,0.8,0
12.5,111.0,-3.0,0.8333,25.6667,12.1667,29.8333,3.3333,-1.0,0.6,0
4.5,20.0,-2.0,-0.5,30.1667,2.8333,-13.3333,-0.6667,-1.0,0.6,0
4.5,29.0,0.0,-0.8333,-16.5,6.3333,8.0,18.3333,0.0,0.6,0
-14.1667,20.8333,-2.0,-0.5,9.0,6.8333,8.8333,19.8333,-1.0,0.6,1
-6.6667,-38.6667,2.0,-0.6667,-6.3333,-23.5,12.5,-15.5,1.0,0.6,1
-1.0,19.3333,-1.0,-0.1667,9.8333,17.3333,-0.8333,-1.8333,0.0,0.8,1
14.1667,103.3333,4.0,0.0,43.5,18.0,22.3333,3.6667,3.0,0.8,0
-5.5,17.1667,4.0,-1.0,-3.3333,12.5,5.8333,11.0,1.0,0.8,1
-3.5,-53.0,4.0,-0.5,-12.1667,-12.8333,-2.3333,-16.5,2.0,0.6,0
-23.3333,-44.1667,-4.0,-0.5,-10.8333,8.6667,-21.6667,13.8333,-3.0,0.6,1
-3.3333,-20.3333,0.0,1.1667,5.3333,7.0,-24.6667,1.8333,-1.0,0.6,1
1.5,12.6667,2.0,-1.6667,-6.6667,-13.6667,26.8333,-5.3333,3.0,0.8,0
20.0,-50.3333,-1.0,0.6667,-18.6667,-24.1667,-11.3333,-10.8333,0.0,0.6,0
-24.1667,54.1667,6.0,-1.0,13.5,29.3333,-0.3333,25.0,4.0,0.6,0
13.3333,11.0,-1.0,-1.1667,-36.3333,6.8333,8.6667,24.0,1.0,0.8,0
-26.8333,-95.0,0.0,0.3333,4.1667,-29.6667,-3.3333,-16.0,0.0,0.8,1
27.3333,83.0,2.0,-0.6667,0.3333,13.0,25.0,2.0,0.0,0.8,0
-18.3333,-9.5,0.0,0.6667,-0.3333,-5.1667,-1.0,10.5,1.0,0.8,1
4.0,46.1667,4.0,-0.8333,6.0,20.5,-0.6667,-0.3333,0.0,0.8,0
16.8333,111.6667,0.0,0.6667,25.5,24.8333,8.3333,22.0,-1.0,0.6,0
18.5,27.6667,1.0,-0.1667,-8.1667,3.8333,17.5,-9.6667,0.0,0.6,0
10.8333,63.3333,-4.0,0.0,-1.5,9.0,22.3333,11.1667,-2.0,0.8,1
-18.0,-53.8333,2.0,-0.6667,-14.8333,11.0,-25.5,7.6667,0.0,0.2,1
-16.1667,-3.3333,-2.0,0.6667,-4.0,-5.8333,9.8333,19.5,-3.0,0.6,1
19.0,32.8333,3.0,-0.5,-10.1667,-7.6667,13.3333,2.5,1.0,0.6,0
10.8333,106.1667,-1.0,0.0,31.6667,21.6667,23.3333,5.1667,1.0,0.4,0
8.5,38.3333,0.0,0.1667,3.0,22.5,-1.0,-6.8333,0.0,0.8,0
5.3333,65.8333,-4.0,0.1667,36.8333,3.1667,10.8333,-7.8333,-1.0,0.6,0
-0.8333,-138.1667,2.0,1.0,-22.5,-26.0,-28.3333,-50.3333,1.0,0.6,1
11.0,39.3333,-1.0,-0.3333,4.3333,-2.1667,-5.6667,9.5,1.0,0.6,0
-20.5,-8.8333,1.0,-0.3333,-0.6667,-6.6667,17.5,-3.5,-1.0,0.4,1
-19.6667,-84.1667,4.0,1.1667,-13.5,1.0,-25.8333,-4.1667,1.0,0.6,0
-9.3333,-7.3333,0.0,-0.1667,12.6667,-18.8333,5.8333,-2.6667,-2.0,0.8,0
-10.3333,-17.6667,2.0,0.3333,-10.8333,-17.3333,10.8333,9.8333,1.0,0.8,1
-30.0,-55.8333,6.0,-1.8333,-19.0,-5.1667,10.0,0.8333,4.0,0.4,1
12.3333,-4.3333,-1.0,0.6667,7.5,4.5,3.8333,-15.1667,0.0,0.8,0
-4.5,105.8333,-1.0,-0.5,20.8333,40.3333,18.3333,17.5,0.0,0.4,0
24.8333,37.5,1.0,0.3333,5.6667,1.1667,-7.5,11.6667,-1.0,0.8,1
18.3333,8.3333,-1.0,0.6667,-15.6667,-4.0,15.0,-4.5,1.0,0.8,0
15.5,0.3333,-2.0,1.1667,-1.6667,7.3333,-5.5,1.3333,-1.0,0.6,0
7.5,74.1667,-2.0,0.8333,21.3333,15.5,21.5,-2.5,0.0,0.8,0
-40.0,-113.6667,-4.0,0.8333,2.5,-8.8333,-45.8333,-4.0,-2.0,0.4,1
5.1667,-11.5,-3.0,-0.1667,-3.3333,7.5,-10.8333,-10.8333,0.0,0.6,1
-13.8333,-59.6667,-2.0,1.0,7.1667,7.0,-26.0,-24.8333,-2.0,0.8,1
7.8333,-5.5,2.0,0.0,-1.5,16.8333,-15.8333,7.0,0.0,0.6,0
16.1667,-21.6667,-4.0,2.1667,-0.8333,1.0,-20.6667,-25.8333,-1.0,0.6,0
-8.8333,41.5,2.0,-0.1667,6.8333,6.5,14.1667,9.6667,-1.0,0.8,1
0.5,-29.5,-1.0,-1.0,-23.5,-6.3333,-8.5,10.8333,1.0,0.6,1
5.6667,0.0,2.0,-0.8333,0.8333,-12.5,11.6667,1.0,1.0,1.0,0
15.8333,-9.6667,-2.0,0.5,-20.0,-2.5,0.0,-12.1667,0.0,0.6,0
-1.1667,82.0,-2.0,0.1667,18.3333,-0.8333,30.8333,14.6667,1.0,0.8,1
-28.8333,-29.0,2.0,0.5,13.3333,-14.0,-0.8333,-4.5,-2.0,0.6,1
-1.8333,-23.6667,1.0,0.8333,-11.6667,10.0,-14.5,-14.0,-1.0,0.6,0
-5.3333,-18.0,0.0,0.3333,0.0,5.0,-19.0,12.8333,-1.0,0.6,0
-18.6667,-43.1667,4.0,-0.1667,-16.6667,-10.3333,-14.6667,26.6667,0.0,0.4,1
-3.3333,-1.5,5.0,-0.8333,-37.1667,11.6667,10.6667,18.1667,3.0,0.8,1
-32.3333,-48.1667,0.0,0.3333,7.1667,-12.1667,-8.1667,5.0,-1.0,0.6,1
8.6667,1.0,4.0,-0.8333,-2.5,-3.0,-12.5,3.6667,4.0,0.4,0
19.3333,-12.0,-2.0,0.0,-18.0,6.3333,-8.0,1.1667,-1.0,0.8,1
-1.8333,71.3333,0.0,-0.1667,22.6667,-5.0,26.6667,8.8333,0.0,0.8,1
2.3333,20.6667,-1.0,0.3333,2.3333,24.0,0.6667,0.5,1.0,0.8,0
-6.5,-28.8333,-5.0,0.1667,4.1667,-13.6667,3.0,-25.0,-2.0,0.6,1
-2.8333,49.1667,-6.0,0.8333,-7.0,30.5,4.6667,22.1667,-3.0,0.6,1
-7.1667,37.5,3.0,0.1667,43.3333,-14.5,-5.8333,4.1667,2.0,0.6,0
28.5,13.1667,-6.0,0.0,-9.5,10.0,-10.0,-20.0,-1.0,0.8,1
-8.3333,33.1667,1.0,-0.6667,11.3333,26.5,-8.0,8.6667,0.0,0.8,0
-2.5,5.5,0.0,0.5,7.1667,7.5,-12.8333,5.8333,-1.0,0.8,0
14.1667,60.0,-4.0,0.6667,1.3333,14.5,3.3333,15.0,-2.0,0.6,0
6.3333,-75.3333,-7.0,1.1667,-23.5,-14.1667,4.3333,-26.8333,-4.0,0.4,1
-7.6667,11.0,1.0,-1.0,3.3333,12.0,0.0,4.1667,1.0,0.6,1
10.1667,25.0,0.0,0.0,12.3333,-7.6667,21.6667,-23.1667,2.0,0.8,0
0.1667,88.3333,3.0,-1.1667,27.5,29.1667,4.1667,-5.1667,0.0,0.6,0
-4.1667,23.1667,-1.0,-0.8333,3.6667,20.0,-13.3333,9.1667,1.0,0.6,1
-12.0,-29.1667,-2.0,-0.5,-2.1667,-19.6667,-4.1667,4.6667,0.0,0.6,0
9.5,141.8333,0.0,-1.0,29.8333,37.6667,14.0,19.1667,2.0,0.8,0
15.5,17.5,0.0,0.6667,1.6667,-8.3333,9.8333,-4.3333,-2.0,0.6,0
21.6667,38.0,-2.0,0.6667,-0.6667,-13.0,29.0,-16.3333,-1.0,0.4,0
-9.0,-18.3333,1.0,-1.1667,-2.5,23.1667,-29.1667,2.5,-1.0,0.8,1
15.6667,-41.3333,0.0,1.5,4.5,-23.1667,-1.8333,-26.6667,1.0,0.8,1
-9.1667,12.5,2.0,-0.1667,-6.6667,9.5,7.3333,1.6667,0.0,0.6,0
23.0,110.0,-1.0,0.1667,13.1667,12.6667,8.6667,21.1667,0.0,0.8,0
16.6667,2.8333,0.0,0.3333,-15.0,0.5,4.5,-8.5,-2.0,0.8,1
9.5,69.1667,3.0,-0.5,18.8333,-4.8333,16.1667,15.5,0.0,0.6,0
-34.8333,-77.5,2.0,-0.3333,10.6667,-0.1667,-33.8333,-11.0,0.0,0.6,1
-17.8333,-43.1667,1.0,-0.6667,-6.8333,2.3333,-16.1667,3.6667,0.0,0.8,1
-5.1667,-32.3333,-6.0,0.3333,-2.6667,-10.3333,-1.6667,-19.1667,-3.0,0.6,1
-2.5,57.0,-3.0,-0.1667,10.0,21.1667,10.0,20.6667,-2.0,0.6,0
-12.1667,16.5,2.0,-1.0,3.3333,2.5,14.0,6.3333,1.0,0.6,0
19.6667,14.3333,0.0,-0.8333,-17.3333,4.5,4.1667,25.0,1.0,0.4,1
24.0,-2.3333,1.0,1.3333,-6.8333,-6.5,4.1667,-12.8333,-2.0,0.8,0
20.8333,51.6667,0.0,0.6667,5.8333,9.6667,3.3333,7.0,-2.0,0.6,0
7.5,41.5,-4.0,0.1667,17.8333,-4.8333,18.5,3.3333,-1.0,0.8,1
-6.3333,67.3333,1.0,-0.5,31.1667,17.3333,-1.8333,15.3333,-1.0,0.6,0
-17.6667,-52.0,-3.0,-0.8333,2.5,-5.3333,-22.8333,3.8333,-1.0,0.6,1
1.3333,-0.8333,3.0,0.0,-32.3333,17.8333,0.0,12.3333,1.0,0.8,0
-25.0,-54.1667,3.0,-0.3333,-19.3333,3.5,-11.6667,15.0,2.0,0.6,1
-3.3333,-65.8333,-1.0,-0.5,-55.8333,-16.6667,18.3333,11.6667,0.0,0.4,1
-12.0,105.5,2.0,-1.5,17.0,40.1667,15.8333,30.1667,1.0,0.4,1
22.3333,101.3333,6.0,-0.1667,17.3333,22.0,12.8333,2.8333,3.0,0.8,0
-9.3333,-77.3333,-2.0,0.1667,-19.0,-17.3333,0.1667,-10.6667,-3.0,0.6,1
21.6667,39.1667,-1.0,0.8333,6.1667,0.6667,17.3333,-13.3333,1.0,0.8,0
-11.1667,33.8333,2.0,-0.8333,21.1667,18.5,-10.0,12.8333,-1.0,0.6,0
19.1667,59.6667,-1.0,1.0,9.1667,14.6667,0.6667,3.6667,-3.0,0.8,0
-13.0,-11.6667,-1.0,-0.3333,20.5,-6.5,-4.8333,-19.5,-1.0,0.6,0
-5.6667,-27.5,3.0,-0.5,-2.0,5.3333,-30.8333,-1.0,0.0,0.6,1
7.5,19.3333,-2.0,0.5,-6.5,8.0,-4.5,17.8333,-1.0,0.4,0
29.5,56.1667,1.0,1.0,8.1667,9.6667,6.6667,-9.6667,1.0,0.8,0
-1.6667,7.5,4.0,-0.3333,-12.1667,-3.1667,15.0,14.5,2.0,0.4,0
-0.6667,-75.5,-4.0,0.3333,-12.6667,-20.6667,2.5,-18.0,-1.0,0.4,1
17.5,12.0,0.0,0.8333,4.3333,-17.1667,8.6667,-6.0,-2.0,0.6,1
-34.5,14.1667,-2.0,0.1667,19.0,-2.0,17.5,14.1667,-2.0,0.4,1
-18.5,-58.3333,-3.0,-0.1667,3.3333,-20.1667,-6.6667,-0.5,-2.0,0.8,1
21.8333,21.0,0.0,-0.5,-18.6667,19.0,3.6667,20.1667,0.0,0.6,0
-27.3333,-99.6667,3.0,-0.6667,-7.1667,-34.5,0.0,-10.0,2.0,0.4,1
6.5,33.5,3.0,-0.1667,1.8333,3.6667,13.8333,-8.5,0.0,0.6,0
7.5,-4.0,-1.0,0.0,12.6667,-18.0,8.3333,-12.0,0.0,0.8,1
10.6667,0.3333,-3.0,0.8333,9.1667,-4.8333,-1.6667,-10.6667,-1.0,0.6,1
10.0,11.0,-2.0,0.1667,-19.8333,10.8333,6.1667,5.1667,-1.0,0.8,0
-10.3333,-56.5,-1.0,-0.6667,9.3333,-0.6667,-2.1667,-39.6667,0.0,0.6,1
10.5,-22.3333,-2.0,0.5,-13.5,-0.1667,4.1667,-35.0,-2.0,0.6,1
-6.6667,-70.3333,-1.0,-0.1667,-13.3333,1.6667,-28.3333,-5.1667,-3.0,0.4,1
0.0,-1.8333,2.0,0.1667,-0.6667,8.6667,-0.6667,-11.1667,2.0,0.4,0
4.3333,19.1667,3.0,-1.0,6.8333,10.0,-1.6667,-1.1667,3.0,0.6,1
13.8333,50.8333,-1.0,-0.1667,-3.3333,3.1667,20.0,-4.5,0.0,0.8,0
-6.3333,15.5,-2.0,1.1667,8.3333,11.3333,-3.3333,-3.6667,-1.0,0.6,1
-26.3333,-5.5,4.0,-1.6667,10.6667,15.3333,-8.3333,19.0,0.0,0.6,1
-0.5,-8.1667,-1.0,0.1667,2.8333,-9.6667,14.1667,-25.0,0.0,0.6,0
6.0,36.6667,-2.0,-0.5,-1.1667,21.1667,2.3333,-6.5,0.0,0.6,0
19.1667,-28.0,-1.0,1.0,-16.8333,-12.8333,-3.1667,-8.6667,0.0,0.4,0
-5.8333,28.0,-1.0,-0.3333,11.8333,10.1667,-15.0,29.3333,-1.0,0.6,0
14.6667,-32.5,-4.0,1.0,-6.0,-6.5,-12.5,-6.3333,-2.0,0.4,1
-9.3333,73.3333,6.0,-0.5,25.5,30.8333,1.6667,21.3333,3.0,0.6,0
2.6667,24.6667,1.0,0.6667,9.1667,11.3333,-6.5,-7.1667,0.0,0.8,0
-13.6667,19.1667,-3.0,0.3333,12.6667,3.5,0.8333,9.1667,0.0,0.4,1
-9.0,67.3333,4.0,-1.8333,18.8333,16.6667,12.3333,32.8333,3.0,0.8,1
32.8333,41.0,1.0,-0.1667,-14.0,7.1667,10.8333,-5.6667,1.0,0.6,0
10.0,50.8333,-4.0,-0.1667,0.1667,9.0,2.5,25.8333,-1.0,0.6,1
-14.0,-16.8333,3.0,-1.3333,-6.3333,-11.6667,9.0,2.8333,2.0,0.8,1
21.5,21.5,-2.0,-0.3333,-16.6667,2.8333,25.0,-25.3333,0.0,0.8,0
-16.5,-25.3333,0.0,0.0,-5.6667,-12.5,9.6667,-6.8333,-1.0,0.6,1
-23.1667,-99.1667,-5.0,0.6667,19.3333,-33.8333,-25.8333,-22.3333,-1.0,0.6,1
7.5,-49.8333,3.0,1.6667,-20.3333,-23.8333,3.1667,-13.8333,2.0,0.6,1
5.0,24.1667,-1.0,0.8333,-16.6667,-11.6667,13.3333,22.5,0.0,0.6,0
23.6667,22.6667,-1.0,1.3333,12.0,-3.3333,0.0,-13.0,-5.0,0.8,1
-1.8333,-2.0,2.0,0.6667,7.8333,15.6667,-14.1667,11.8333,1.0,0.8,1
-5.5,-22.6667,-4.0,0.1667,1.1667,9.5,-19.5,-10.6667,-4.0,0.6,1
-1.0,96.0,3.0,-0.3333,16.1667,25.0,28.8333,17.5,1.0,0.2,0
-13.5,41.6667,0.0,-0.1667,40.0,16.5,0.8333,-22.1667,0.0,0.6,1
-18.3333,-13.6667,2.0,-0.6667,-11.6667,8.5,-10.8333,28.6667,0.0,0.6,0
-24.3333,-132.5,-3.0,0.3333,-9.0,-29.6667,-13.8333,-30.1667,-1.0,0.6,1
4.3333,38.1667,1.0,-0.6667,7.0,10.3333,0.8333,9.8333,3.0,0.6,0
0.5,15.0,-5.0,1.5,5.8333,-6.3333,20.1667,-16.8333,-2.0,0.6,1
26.1667,45.8333,2.0,0.0,-31.5,25.0,16.0,17.3333,1.0,0.4,0
-0.1667,39.8333,2.0,-1.1667,9.1667,6.8333,10.8333,6.5,3.0,0.4,1
2.0,67.0,-1.0,0.0,14.8333,3.5,10.0,18.3333,-3.0,0.6,0
29.6667,93.5,-1.0,-0.6667,2.5,8.1667,30.8333,-2.6667,0.0,0.2,0
13.5,-55.1667,-1.0,1.6667,-8.0,-7.3333,-28.3333,-10.0,-4.0,0.6,1
-2.6667,-15.5,-4.0,0.8333,7.0,-8.5,12.1667,-20.5,0.0,0.4,1
-7.0,13.8333,-2.0,0.6667,33.0,-12.1667,4.3333,-6.6667,0.0,0.8,1
16.5,8.1667,1.0,0.8333,-12.0,-4.8333,-7.5,0.3333,1.0,0.6,0
0.6667,-50.3333,2.0,-0.3333,-27.5,1.8333,-13.3333,7.3333,1.0,0.4,0
28.0,140.0,2.0,0.1667,5.8333,26.3333,25.8333,25.6667,0.0,0.8,0
-14.1667,-94.1667,-3.0,-0.5,-20.0,-13.6667,-28.3333,-7.1667,1.0,0.6,1
-17.3333,-11.0,6.0,-2.1667,-5.3333,-6.1667,7.8333,18.8333,2.0,0.4,0
-4.1667,56.1667,-1.0,-1.1667,8.5,16.5,19.5,21.6667,0.0,0.8,0
12.5,73.3333,1.0,-0.3333,18.0,18.3333,15.0,13.6667,1.0,0.8,0
10.0,-58.1667,0.0,-0.1667,-17.1667,-3.0,-5.8333,-18.8333,0.0,0.4,0
-32.3333,-17.1667,2.0,0.3333,10.6667,-5.3333,0.0,17.1667,1.0,0.6,0
0.1667,-64.3333,-1.0,0.6667,-16.1667,-29.1667,-5.8333,-28.3333,-2.0,0.6,0
-36.3333,-152.5,1.0,-0.8333,-3.8333,-31.1667,-25.8333,-29.5,2.0,0.6,1
10.8333,70.5,-1.0,1.3333,23.3333,13.5,4.3333,4.1667,0.0,0.6,0
-0.5,-37.3333,5.0,-1.1667,-3.8333,5.3333,-28.1667,-5.1667,2.0,0.6,0
-5.5,-134.8333,3.0,-0.5,-18.1667,-41.8333,-25.0,-21.0,2.0,0.4,1
-4.0,22.3333,4.0,-0.5,9.6667,5.1667,1.3333,-2.8333,2.0,0.4,0
18.3333,29.5,-2.0,0.6667,2.0,-9.3333,20.8333,-10.6667,0.0,0.6,0
10.3333,-23.3333,2.0,0.0,-19.3333,-2.6667,3.3333,5.5,1.0,0.4,0
6.8333,36.0,-1.0,0.3333,5.5,4.1667,13.3333,-4.0,0.0,0.6,1
